NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
34	265.793	67.539	65.267	60.373	0.414	0.687	20000.0
35	272.369	67.579	66.712	59.136	0.421	0.702	30000.0
36	262.962	66.752	64.667	59.135	0.408	0.703	20000.0
37	278.009	69.379	66.49	60.25	0.42	0.688	20000.0
38	277.435	69.936	69.762	61.689	0.446	0.685	20000.0
39	278.691	68.585	67.159	59.862	0.414	0.698	20000.0
40	272.51	68.841	65.973	59.898	0.421	0.693	20000.0
41	287.322	71.235	69.464	61.143	0.432	0.678	20000.0
42	258.806	64.987	62.725	57.963	0.396	0.713	20000.0
43	272.714	66.416	68.334	60.721	0.405	0.697	20000.0
44	274.448	67.215	66.771	58.321	0.405	0.72	20000.0
45	271.777	67.337	64.779	58.379	0.392	0.711	20000.0
46	265.571	65.514	64.602	58.057	0.389	0.717	20000.0
47	276.402	68.159	67.352	59.596	0.417	0.706	20000.0
48	256.306	64.323	61.955	56.621	0.392	0.733	20000.0
49	274.033	67.374	66.236	58.592	0.403	0.71	20000.0
50	269.151	66.872	65.323	58.488	0.41	0.708	20000.0
51	257.684	64.974	63.708	58.323	0.4	0.714	20000.0
52	275.961	69.255	67.795	60.216	0.429	0.691	20000.0
53	247.501	62.735	60.485	55.963	0.374	0.729	20000.0
54	271.22	68.505	66.636	59.928	0.411	0.697	20000.0
55	267.488	67.692	64.657	59.647	0.408	0.697	20000.0
56	282.674	70.795	70.096	61.589	0.438	0.684	20000.0
57	269.349	67.162	65.713	59.237	0.412	0.702	20000.0
58	267.975	68.155	68.181	60.412	0.422	0.688	20000.0
59	269.192	65.564	65.916	57.874	0.394	0.72	20000.0
60	257.037	64.352	64.41	58.011	0.383	0.722	20000.0
61	261.757	66.42	63.756	58.926	0.419	0.696	20000.0
62	264.873	65.002	64.344	57.39	0.392	0.725	20000.0
63	271.834	68.093	65.799	60.363	0.426	0.683	20000.0
64	269.623	67.64	67.435	60.836	0.407	0.687	20000.0
65	268.526	67.155	66.029	59.133	0.401	0.705	20000.0
66	281.663	69.61	68.486	60.073	0.421	0.697	20000.0
67	271.659	68.683	66.545	59.722	0.427	0.692	20000.0
68	266.319	66.299	63.67	57.689	0.396	0.712	20000.0
69	264.55	65.494	67.376	57.857	0.392	0.72	20000.0
70	268.523	66.348	65.86	57.809	0.401	0.724	20000.0
71	259.208	65.377	63.795	56.667	0.399	0.728	20000.0
72	271.484	67.72	66.925	60.23	0.422	0.694	20000.0
73	260.521	65.508	65.393	58.094	0.393	0.722	20000.0
74	260.744	65.064	63.209	57.333	0.386	0.719	20000.0
75	260.085	65.5	62.226	56.95	0.386	0.72	30000.0
76	268.961	66.611	67.144	59.114	0.415	0.705	20000.0
77	267.253	66.836	67.149	59.533	0.4	0.7	20000.0
78	261.356	65.48	64.022	58.376	0.4	0.706	20000.0
79	265.536	65.605	66.224	57.531	0.387	0.729	20000.0
80	268.964	67.106	64.976	58.785	0.408	0.706	20000.0
81	270.339	66.194	66.276	59.039	0.401	0.709	20000.0
82	263.064	66.813	64.618	59.589	0.416	0.696	20000.0
83	277.676	69.24	67.37	60.004	0.423	0.69	20000.0
84	265.79	65.897	62.343	57.671	0.396	0.717	20000.0
85	272.833	67.596	65.525	58.409	0.414	0.709	20000.0
86	263.002	65.272	64.038	57.985	0.394	0.714	20000.0
87	271.956	68.731	67.741	60.271	0.424	0.69	20000.0
88	266.277	67.932	66.334	59.397	0.415	0.702	20000.0
89	268.102	67.287	65.989	59.129	0.413	0.699	20000.0
90	269.922	68.373	65.871	59.727	0.412	0.696	20000.0
91	277.424	69.081	67.78	61.21	0.431	0.68	20000.0
92	271.43	66.171	67.914	59.583	0.395	0.702	20000.0
93	274.999	69.255	68.481	60.5	0.426	0.692	20000.0
94	270.33	67.781	66.385	59.564	0.415	0.69	20000.0
95	269.232	67.075	66.744	59.874	0.412	0.699	20000.0
96	274.448	68.054	68.327	60.2	0.414	0.698	20000.0
97	270.32	69.799	65.045	60.589	0.437	0.682	20000.0
98	263.764	67.294	65.646	59.266	0.409	0.702	20000.0
99	269.98	67.881	67.842	59.175	0.421	0.706	20000.0
100	261.391	64.834	64.971	58.342	0.403	0.711	20000.0
101	273.109	69.016	67.713	60.683	0.413	0.691	20000.0
102	276.308	69.194	70.079	61.435	0.438	0.682	20000.0
103	275.741	69.277	67.851	61.075	0.434	0.683	20000.0
104	274.169	67.906	69.843	60.744	0.419	0.689	20000.0
105	272.319	68.303	65.428	58.914	0.419	0.699	20000.0
106	267.12	67.888	65.439	60.177	0.415	0.693	20000.0
107	262.929	65.882	64.281	58.015	0.399	0.718	20000.0
108	269.893	68.955	65.626	60.296	0.413	0.687	20000.0
109	277.506	69.187	68.976	60.896	0.418	0.693	20000.0
110	271.696	67.566	66.398	59.223	0.409	0.7	20000.0
111	270.565	67.575	66.708	59.744	0.412	0.698	20000.0
112	263.425	66.262	65.428	59.019	0.415	0.704	20000.0
113	282.593	71.297	70.135	61.938	0.448	0.673	20000.0
114	271.431	67.515	68.25	60.343	0.429	0.687	20000.0
115	259.143	65.13	63.741	57.921	0.386	0.71	20000.0
116	271.457	67.867	67.352	60.243	0.413	0.698	20000.0
117	274.649	66.805	67.214	59.148	0.412	0.708	20000.0
118	270.035	67.119	64.853	58.973	0.407	0.711	20000.0
119	274.832	68.315	68.077	59.826	0.417	0.697	20000.0
120	266.999	65.818	64.688	58.685	0.401	0.707	20000.0
121	271.575	67.552	65.921	58.543	0.408	0.712	20000.0
122	267.998	67.338	67.144	60.935	0.419	0.685	20000.0
123	269.826	67.208	68.311	61.292	0.4	0.695	20000.0
124	260.843	65.573	62.579	57.555	0.397	0.714	20000.0
125	275.368	67.821	65.829	59.443	0.405	0.705	20000.0
126	269.403	67.671	65.069	59.189	0.417	0.695	20000.0
127	259.286	65.493	65.087	58.56	0.412	0.705	20000.0
128	264.119	66.134	66.172	59.129	0.388	0.708	20000.0
129	264.3	65.686	63.915	58.128	0.397	0.709	20000.0
130	266.982	66.46	65.598	59.11	0.413	0.698	20000.0
131	281.087	69.544	67.862	60.341	0.43	0.689	20000.0
132	270.325	67.457	66.977	58.942	0.412	0.715	20000.0
133	269.819	67.837	65.713	59.124	0.413	0.705	20000.0
134	273.352	68.888	66.124	59.346	0.415	0.701	20000.0
135	268.57	66.627	65.855	58.178	0.409	0.711	30000.0
136	267.584	68.511	65.689	59.186	0.434	0.697	20000.0
137	264.725	66.357	67.573	59.442	0.413	0.697	20000.0
138	275.177	69.862	67.507	61.272	0.432	0.676	20000.0
139	270.784	67.415	64.567	58.966	0.405	0.706	20000.0
140	263.932	66.278	65.305	59.362	0.412	0.697	20000.0
141	269.806	67.663	66.748	59.929	0.408	0.695	20000.0
142	259.538	64.208	65.0	57.82	0.382	0.72	20000.0
143	260.604	66.051	64.667	57.991	0.406	0.712	20000.0
144	274.508	67.906	68.303	60.137	0.422	0.697	20000.0
145	275.707	71.124	66.164	60.498	0.464	0.677	20000.0
146	276.272	68.866	67.105	59.301	0.433	0.701	20000.0
147	266.194	65.812	64.636	57.842	0.396	0.714	20000.0
148	261.829	66.002	62.484	56.297	0.4	0.725	20000.0
149	264.513	65.271	67.166	59.587	0.406	0.706	20000.0
150	263.049	64.541	64.975	56.835	0.384	0.735	20000.0
151	256.567	64.43	64.189	57.618	0.387	0.72	20000.0
152	274.405	68.514	68.034	60.044	0.414	0.699	20000.0
153	256.142	62.948	64.831	57.74	0.388	0.726	20000.0
154	265.235	67.058	66.776	60.485	0.415	0.69	20000.0
155	263.394	65.501	65.152	57.365	0.408	0.722	20000.0
156	273.249	66.895	69.3	60.943	0.399	0.692	20000.0
157	271.56	68.366	66.188	61.266	0.433	0.68	20000.0
158	269.056	67.375	66.734	59.518	0.403	0.702	20000.0
159	273.35	67.586	67.228	60.321	0.433	0.688	20000.0
160	268.459	66.052	66.663	58.045	0.405	0.726	20000.0
161	264.499	67.127	64.629	59.107	0.425	0.695	30000.0
162	260.266	65.351	63.386	57.283	0.4	0.723	20000.0
163	275.288	68.717	66.828	59.908	0.42	0.694	20000.0
164	265.959	66.278	65.808	59.106	0.399	0.705	20000.0
165	261.499	65.953	65.558	58.955	0.408	0.708	20000.0
166	266.585	66.307	66.403	58.824	0.397	0.712	20000.0
167	270.002	66.614	68.026	58.303	0.406	0.717	20000.0
168	256.603	63.759	62.015	56.092	0.386	0.737	20000.0
169	271.504	66.768	66.803	58.691	0.396	0.713	20000.0
170	274.144	67.974	67.965	60.399	0.418	0.695	20000.0
171	280.532	71.024	68.319	62.156	0.463	0.66	20000.0
172	262.055	64.44	65.042	57.036	0.384	0.733	20000.0
173	266.217	66.669	65.568	58.023	0.422	0.714	20000.0
174	263.724	65.68	65.447	59.302	0.398	0.703	20000.0
175	272.616	66.631	65.599	59.303	0.395	0.698	20000.0
176	272.68	67.783	68.157	60.585	0.419	0.693	20000.0
177	264.426	65.383	65.94	58.902	0.394	0.719	20000.0
178	275.393	69.274	68.646	60.656	0.438	0.688	20000.0
179	273.79	69.217	66.646	60.863	0.424	0.686	20000.0
180	271.444	67.816	64.185	58.47	0.408	0.707	20000.0
181	271.865	68.244	66.28	59.684	0.427	0.699	20000.0
182	271.973	68.053	67.395	59.955	0.423	0.693	20000.0
183	261.886	65.823	64.631	57.235	0.41	0.718	20000.0
184	269.626	66.828	68.363	60.041	0.408	0.693	20000.0
185	280.428	69.289	68.82	60.113	0.417	0.709	20000.0
186	266.871	66.929	67.955	59.215	0.409	0.709	20000.0
187	262.42	66.261	64.224	59.308	0.415	0.701	20000.0
188	271.775	67.899	65.525	59.381	0.414	0.696	20000.0
189	271.241	66.579	66.044	58.945	0.389	0.71	20000.0
190	267.583	66.882	66.062	58.998	0.411	0.703	20000.0
191	258.621	64.505	64.966	57.95	0.391	0.719	20000.0
192	265.255	67.267	64.471	58.507	0.417	0.706	20000.0
193	267.267	66.922	67.426	60.657	0.416	0.692	20000.0
194	267.75	65.932	65.158	58.803	0.4	0.714	20000.0
195	261.803	65.687	66.414	58.524	0.396	0.719	20000.0
196	267.465	66.194	66.306	59.042	0.409	0.711	20000.0
197	266.826	67.114	65.741	59.794	0.409	0.697	20000.0
198	270.244	67.764	66.512	59.981	0.413	0.689	20000.0
199	264.609	65.342	66.577	58.73	0.404	0.712	20000.0
200	274.384	69.411	68.067	59.817	0.428	0.694	20000.0
201	263.249	66.726	65.863	59.914	0.416	0.694	20000.0
202	260.951	64.962	65.586	57.56	0.402	0.727	20000.0
203	265.832	66.493	64.221	58.335	0.402	0.705	20000.0
204	265.233	66.048	66.828	58.774	0.386	0.708	20000.0
205	276.198	67.999	68.508	59.714	0.422	0.704	20000.0
206	276.254	69.585	66.165	59.677	0.431	0.697	20000.0
207	263.37	66.451	65.595	59.433	0.404	0.696	20000.0
208	264.531	66.978	64.872	59.279	0.406	0.7	20000.0
209	269.583	68.206	68.664	60.959	0.43	0.687	20000.0
210	266.172	67.563	63.985	60.244	0.418	0.683	20000.0
211	271.878	67.279	65.667	58.677	0.409	0.703	20000.0
212	276.194	69.311	69.477	62.015	0.422	0.674	20000.0
213	269.882	67.574	64.428	57.543	0.408	0.716	20000.0
214	262.317	65.612	63.776	58.68	0.4	0.701	20000.0
215	260.102	65.697	62.964	58.466	0.406	0.697	20000.0
216	263.695	65.885	64.934	56.778	0.391	0.729	20000.0
217	266.491	66.607	65.696	58.299	0.406	0.72	20000.0
218	280.398	70.27	68.886	61.339	0.442	0.679	20000.0
219	264.608	66.806	64.62	58.823	0.402	0.708	20000.0
220	268.937	67.74	65.323	60.176	0.419	0.689	20000.0
221	272.383	68.006	67.103	60.042	0.414	0.703	20000.0
222	275.107	69.34	66.395	60.574	0.44	0.685	20000.0
223	268.8	66.943	66.809	58.735	0.404	0.713	20000.0
224	273.278	69.578	68.891	61.616	0.432	0.678	20000.0
225	266.726	66.189	63.642	57.293	0.397	0.719	20000.0
226	271.726	66.828	67.094	58.318	0.413	0.712	20000.0
227	260.524	66.076	64.476	58.027	0.406	0.719	20000.0
228	258.549	65.196	63.477	57.951	0.391	0.713	20000.0
229	265.406	67.651	65.164	59.58	0.412	0.701	20000.0
230	272.835	68.563	65.938	59.98	0.421	0.689	20000.0
231	259.119	64.776	65.137	58.193	0.373	0.721	20000.0
232	264.605	66.365	65.856	59.23	0.401	0.706	20000.0
233	271.106	67.29	67.928	60.199	0.423	0.697	20000.0
234	270.666	66.857	65.778	58.802	0.415	0.71	20000.0
235	268.264	66.802	65.836	58.642	0.404	0.713	20000.0
236	277.623	69.7	66.889	60.597	0.431	0.683	20000.0
237	267.401	67.209	67.498	59.603	0.418	0.7	20000.0
238	268.539	68.378	65.46	59.615	0.43	0.693	20000.0
239	269.576	67.442	66.089	59.05	0.426	0.701	20000.0
240	259.058	64.72	64.725	58.602	0.391	0.707	20000.0
241	274.557	67.327	67.545	59.416	0.42	0.7	20000.0
242	259.793	65.324	64.611	58.159	0.406	0.714	20000.0
243	272.333	68.048	66.091	58.866	0.416	0.705	20000.0
244	274.754	67.951	66.644	60.203	0.412	0.696	20000.0
245	278.266	69.785	68.302	60.241	0.448	0.692	20000.0
246	272.008	67.103	64.506	58.495	0.405	0.711	20000.0
247	275.441	68.706	67.598	60.25	0.419	0.69	20000.0
248	262.898	65.643	63.843	57.051	0.398	0.724	20000.0
249	267.1	67.286	65.714	58.98	0.413	0.704	30000.0
250	273.92	67.972	67.967	59.375	0.42	0.696	20000.0
251	263.372	67.17	65.003	58.598	0.413	0.709	20000.0
252	274.642	67.239	66.209	58.039	0.398	0.714	20000.0
253	267.389	67.882	66.489	58.858	0.401	0.714	20000.0
254	261.143	65.466	63.209	57.608	0.377	0.72	20000.0
255	258.875	64.28	62.35	56.491	0.4	0.727	20000.0
256	265.326	65.085	64.898	57.694	0.385	0.722	30000.0
257	276.578	69.445	68.123	60.767	0.434	0.689	20000.0
258	263.016	67.052	64.268	59.061	0.403	0.697	30000.0
259	261.387	65.247	65.355	58.511	0.397	0.709	20000.0
260	265.077	65.633	64.445	57.946	0.389	0.719	20000.0
261	267.634	66.877	66.841	59.623	0.403	0.705	20000.0
262	269.001	66.075	67.771	58.888	0.41	0.706	20000.0
263	259.716	65.813	64.812	58.772	0.418	0.705	20000.0
264	265.915	66.058	63.416	57.911	0.389	0.712	20000.0
265	262.639	65.517	64.039	57.569	0.395	0.722	20000.0
266	263.476	64.925	64.586	57.638	0.388	0.72	20000.0
267	272.496	68.582	67.537	60.109	0.428	0.692	20000.0
268	269.87	66.469	68.283	59.872	0.409	0.698	30000.0
269	268.338	66.242	67.272	59.832	0.409	0.7	20000.0
270	265.507	66.254	67.077	59.91	0.401	0.701	20000.0
271	274.334	69.132	68.482	60.585	0.426	0.688	20000.0
272	265.36	66.725	64.104	57.629	0.4	0.719	20000.0
273	271.939	68.488	67.968	60.266	0.439	0.693	30000.0
274	267.559	67.436	65.73	59.047	0.419	0.707	20000.0
275	262.952	65.42	66.746	59.521	0.402	0.7	20000.0
276	261.696	64.624	67.92	59.133	0.397	0.713	20000.0
277	267.327	67.035	67.238	59.212	0.413	0.702	20000.0
278	265.922	67.107	64.321	58.728	0.424	0.701	20000.0
279	266.142	67.324	65.567	59.292	0.416	0.699	20000.0
280	261.579	65.666	63.185	57.884	0.402	0.709	20000.0
281	264.558	65.99	64.554	57.917	0.395	0.724	20000.0
282	271.872	67.827	67.77	60.17	0.411	0.697	20000.0
283	263.433	66.189	64.28	58.777	0.416	0.699	20000.0
284	269.545	67.971	66.75	60.519	0.414	0.688	20000.0
285	262.398	64.72	63.838	56.678	0.386	0.729	20000.0
286	269.583	67.182	68.263	60.175	0.424	0.695	30000.0
287	267.847	67.868	65.829	59.197	0.406	0.702	20000.0
288	257.259	63.598	63.578	57.267	0.395	0.722	20000.0
289	270.858	67.29	66.099	59.341	0.406	0.701	20000.0
290	270.322	67.481	67.277	60.421	0.43	0.691	20000.0
291	266.026	67.627	64.638	59.129	0.418	0.697	20000.0
292	276.547	68.913	67.455	59.873	0.434	0.695	20000.0
293	279.187	68.386	68.732	61.309	0.414	0.685	20000.0
294	268.178	67.044	63.436	57.458	0.411	0.719	30000.0
295	263.133	66.419	64.866	58.974	0.407	0.696	20000.0
296	265.257	66.492	67.388	59.933	0.417	0.698	20000.0
297	267.53	67.02	65.619	60.602	0.405	0.684	20000.0
298	271.336	68.426	67.768	61.127	0.423	0.684	20000.0
299	272.775	67.425	66.834	59.256	0.399	0.706	20000.0
300	267.886	67.573	65.117	59.041	0.431	0.694	20000.0
301	272.214	69.279	66.023	59.621	0.429	0.697	20000.0
302	261.047	65.871	63.678	58.514	0.4	0.708	20000.0
303	268.768	66.558	66.736	58.862	0.4	0.706	20000.0
304	270.588	67.149	65.554	58.484	0.407	0.716	20000.0
305	263.851	65.707	65.753	59.037	0.4	0.706	20000.0
306	261.357	64.668	65.136	57.744	0.395	0.72	20000.0
307	273.572	68.085	67.675	59.549	0.422	0.702	20000.0
308	269.842	66.579	66.98	59.428	0.431	0.704	20000.0
309	252.966	62.712	61.845	56.798	0.372	0.725	20000.0
310	263.69	67.106	64.369	58.408	0.41	0.709	20000.0
311	258.741	64.282	62.801	56.842	0.39	0.728	20000.0
312	274.876	67.85	68.911	61.223	0.426	0.681	20000.0
313	266.832	67.093	66.06	58.476	0.418	0.709	20000.0
314	262.182	66.208	63.429	58.42	0.418	0.714	20000.0
315	271.592	67.726	65.801	58.924	0.415	0.708	20000.0
316	257.776	64.346	64.108	57.169	0.375	0.731	20000.0
317	263.835	65.986	66.283	58.683	0.398	0.706	20000.0
318	267.152	66.098	65.708	58.701	0.411	0.706	20000.0
319	267.964	67.085	66.6	59.793	0.403	0.701	20000.0
320	273.441	68.035	65.916	58.555	0.414	0.71	20000.0
321	267.992	68.716	66.402	60.128	0.432	0.692	20000.0
322	268.052	67.87	66.548	59.525	0.419	0.696	30000.0
323	273.98	67.129	66.503	58.19	0.389	0.72	20000.0
324	280.43	69.777	68.601	61.076	0.444	0.679	20000.0
325	271.391	66.425	65.642	58.006	0.403	0.717	20000.0
326	256.822	63.024	63.064	55.842	0.37	0.736	20000.0
327	273.931	67.703	65.63	58.152	0.416	0.712	20000.0
328	267.879	67.313	66.82	58.936	0.407	0.708	20000.0
329	269.363	65.949	67.555	59.591	0.398	0.71	20000.0
330	270.145	67.74	65.402	58.631	0.412	0.709	20000.0
331	267.925	65.134	65.248	58.251	0.392	0.713	20000.0
332	263.448	65.02	65.132	57.895	0.385	0.718	20000.0
333	270.733	67.388	64.233	58.584	0.422	0.703	20000.0
334	278.314	69.44	68.97	60.773	0.434	0.691	20000.0
335	262.685	65.491	65.003	58.138	0.408	0.712	20000.0
336	268.583	66.189	65.857	58.492	0.405	0.713	20000.0
337	265.586	65.882	65.165	58.045	0.407	0.718	20000.0
338	277.343	67.947	67.174	59.613	0.398	0.701	20000.0
339	267.593	66.2	67.239	58.787	0.404	0.706	20000.0
340	280.551	69.024	71.395	61.444	0.42	0.689	20000.0
341	274.874	67.114	67.546	60.345	0.413	0.694	20000.0
342	267.039	67.249	65.387	60.253	0.414	0.684	20000.0
343	267.48	67.732	65.518	59.624	0.419	0.692	20000.0
344	271.445	68.522	66.845	59.448	0.412	0.703	20000.0
345	270.064	66.965	66.571	58.725	0.411	0.711	20000.0
346	273.706	68.894	67.615	60.528	0.419	0.695	20000.0
347	278.548	68.845	67.152	59.684	0.415	0.7	20000.0
348	270.865	67.697	66.337	59.923	0.404	0.697	20000.0
349	277.472	69.715	66.783	60.055	0.441	0.694	20000.0
350	272.722	67.526	67.078	59.86	0.418	0.695	20000.0
351	267.053	66.473	66.53	58.688	0.4	0.714	20000.0
352	272.122	67.955	67.43	61.246	0.425	0.684	20000.0
353	270.839	66.483	65.454	58.631	0.401	0.71	20000.0
354	262.538	65.203	64.63	57.1	0.393	0.726	20000.0
355	265.211	65.728	65.118	57.883	0.395	0.718	20000.0
356	271.451	68.041	66.033	59.861	0.417	0.698	20000.0
357	260.263	63.663	62.987	56.135	0.383	0.733	20000.0
358	265.511	67.811	65.337	58.337	0.415	0.712	20000.0
359	272.965	68.323	67.478	59.85	0.417	0.692	20000.0
360	269.067	67.741	66.799	59.856	0.42	0.695	20000.0
361	276.645	68.622	67.602	58.893	0.414	0.716	20000.0
362	268.684	66.144	65.968	59.767	0.403	0.703	20000.0
363	270.133	67.651	65.786	59.344	0.419	0.692	20000.0
364	258.508	64.378	61.639	56.736	0.378	0.728	20000.0
365	266.795	66.065	64.905	57.859	0.405	0.718	20000.0
366	273.4	67.825	67.497	60.254	0.414	0.698	30000.0
367	262.969	66.257	65.245	58.049	0.401	0.715	20000.0
368	267.211	67.514	68.951	60.258	0.414	0.694	20000.0
369	263.773	66.257	65.511	58.198	0.416	0.708	20000.0
370	267.272	66.833	65.495	59.305	0.403	0.705	20000.0
371	259.505	64.862	63.993	57.614	0.384	0.718	20000.0
372	271.151	68.225	67.326	59.787	0.428	0.697	20000.0
373	272.725	68.628	67.027	59.455	0.424	0.698	20000.0
374	262.028	65.108	67.54	58.791	0.411	0.711	20000.0
375	268.694	67.748	65.123	58.476	0.411	0.716	20000.0
376	269.878	66.618	65.164	58.135	0.401	0.715	20000.0
377	261.549	64.769	64.536	57.545	0.386	0.725	20000.0
378	266.523	65.655	66.388	59.329	0.402	0.702	20000.0
379	264.901	66.824	64.393	58.418	0.405	0.713	20000.0
380	259.876	64.594	65.24	58.422	0.389	0.713	20000.0
381	259.968	64.114	64.511	56.833	0.39	0.73	20000.0
382	275.282	70.154	68.68	61.445	0.455	0.683	20000.0
383	263.554	66.261	65.517	59.063	0.4	0.712	20000.0
384	266.047	66.48	66.202	59.678	0.402	0.696	20000.0
385	256.735	64.424	63.189	57.302	0.394	0.723	20000.0
386	279.545	69.307	69.828	61.549	0.431	0.679	20000.0
387	277.57	67.298	69.061	59.463	0.417	0.707	20000.0
388	278.721	69.231	66.102	59.902	0.436	0.687	20000.0
389	275.603	69.096	69.126	61.795	0.43	0.677	20000.0
390	273.632	69.173	66.214	60.084	0.429	0.693	20000.0
391	264.333	64.781	64.633	56.952	0.392	0.733	20000.0
392	259.123	64.442	63.928	57.621	0.402	0.718	20000.0
393	269.255	66.881	67.376	59.089	0.407	0.71	20000.0
394	272.54	67.672	66.571	59.029	0.412	0.7	20000.0
395	273.163	68.145	68.276	59.96	0.414	0.701	20000.0
396	281.515	70.064	67.354	60.131	0.416	0.693	20000.0
397	274.241	68.913	68.301	60.251	0.418	0.699	20000.0
398	276.691	68.661	68.855	60.097	0.421	0.699	20000.0
399	265.46	67.908	65.907	60.573	0.424	0.688	20000.0
400	274.131	67.963	69.384	60.979	0.428	0.691	20000.0
401	266.379	66.238	67.532	58.981	0.401	0.711	20000.0
402	261.294	66.333	64.233	58.698	0.406	0.701	20000.0
403	268.666	67.441	64.904	59.41	0.411	0.698	20000.0
404	268.19	67.795	64.77	58.886	0.42	0.703	20000.0
405	262.731	66.631	64.896	58.885	0.409	0.709	20000.0
406	262.482	65.746	65.867	58.972	0.398	0.709	20000.0
407	259.977	65.805	63.544	58.916	0.414	0.697	20000.0
408	272.216	67.735	67.363	59.754	0.416	0.697	20000.0
409	274.013	67.859	68.889	60.034	0.418	0.698	20000.0
410	271.673	68.313	66.642	59.649	0.41	0.701	20000.0
411	270.657	68.85	68.156	60.168	0.435	0.693	30000.0
412	257.9	64.958	65.391	59.026	0.389	0.701	20000.0
413	268.23	66.299	65.318	58.432	0.389	0.716	20000.0
414	261.759	65.066	64.815	57.93	0.382	0.725	20000.0
415	288.704	71.943	68.526	60.897	0.449	0.681	20000.0
416	265.344	65.254	66.729	59.609	0.402	0.703	20000.0
417	268.274	66.853	64.658	57.898	0.394	0.711	20000.0
418	273.695	68.44	66.002	60.226	0.431	0.688	20000.0
419	261.499	65.83	65.743	58.411	0.4	0.71	20000.0
420	277.975	69.614	66.993	59.644	0.428	0.697	20000.0
421	265.67	66.495	64.714	58.369	0.406	0.711	20000.0
422	265.315	66.684	65.442	59.052	0.406	0.705	20000.0
423	270.207	67.085	67.122	60.39	0.411	0.691	20000.0
424	267.626	66.412	67.049	58.62	0.398	0.714	20000.0
425	270.078	68.954	65.626	59.313	0.433	0.701	20000.0
426	264.058	65.116	66.143	57.801	0.388	0.728	20000.0
427	276.25	69.199	68.499	60.899	0.429	0.687	20000.0
428	269.82	66.405	67.45	59.386	0.4	0.706	20000.0
429	276.159	70.774	67.912	60.853	0.437	0.687	20000.0
430	261.207	65.696	63.829	57.715	0.389	0.718	20000.0
431	264.125	64.794	67.451	59.636	0.404	0.705	20000.0
432	262.135	66.663	66.005	59.661	0.396	0.696	20000.0
433	274.426	66.916	67.263	58.447	0.405	0.71	20000.0
434	268.712	67.492	65.908	59.264	0.419	0.7	20000.0
435	268.076	65.804	67.196	58.976	0.401	0.71	20000.0
436	267.442	66.627	62.52	57.264	0.399	0.719	30000.0
437	260.243	65.724	62.809	58.41	0.401	0.708	20000.0
438	272.607	67.271	67.32	59.836	0.412	0.7	20000.0
439	267.657	66.893	66.553	59.729	0.417	0.691	20000.0
440	262.774	66.068	65.874	59.781	0.408	0.699	20000.0
441	265.844	67.236	64.955	59.197	0.411	0.707	20000.0
442	268.772	66.551	66.723	59.802	0.402	0.706	20000.0
443	266.189	66.936	64.199	58.068	0.405	0.713	20000.0
444	275.29	70.193	67.147	60.797	0.456	0.682	20000.0
445	278.461	69.207	68.297	60.873	0.419	0.688	20000.0
446	274.337	68.63	67.027	60.837	0.418	0.685	20000.0
447	271.854	69.166	68.031	61.805	0.431	0.679	20000.0
448	269.927	67.482	65.478	59.414	0.415	0.698	20000.0
