NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
98	209.533	56.181	53.474	51.541	0.328	0.775	20000.0
99	219.152	58.207	56.312	52.843	0.336	0.766	20000.0
100	225.593	60.087	56.636	54.297	0.35	0.752	20000.0
101	224.048	59.506	55.872	52.311	0.333	0.775	20000.0
102	239.185	63.469	59.058	56.287	0.378	0.729	20000.0
103	236.019	62.36	58.421	54.553	0.367	0.749	20000.0
104	222.967	60.345	57.881	55.229	0.352	0.742	20000.0
105	227.396	60.79	57.036	53.767	0.348	0.755	20000.0
106	220.072	58.424	55.883	53.855	0.356	0.753	20000.0
107	219.305	57.969	57.512	53.549	0.347	0.765	20000.0
108	219.789	58.722	56.724	53.565	0.335	0.759	20000.0
109	225.412	60.744	56.188	54.703	0.359	0.742	20000.0
110	219.912	58.363	57.998	53.937	0.338	0.759	20000.0
111	219.768	58.324	55.618	53.052	0.343	0.767	20000.0
112	208.739	56.24	54.948	53.546	0.332	0.755	20000.0
113	210.491	57.96	54.472	52.689	0.357	0.757	20000.0
114	223.853	59.943	56.29	54.285	0.358	0.75	20000.0
115	213.24	58.594	55.371	54.093	0.359	0.745	20000.0
116	220.669	58.963	56.805	53.881	0.35	0.753	20000.0
117	220.74	58.539	58.58	54.716	0.347	0.754	20000.0
118	211.838	57.635	54.705	52.175	0.34	0.77	30000.0
119	216.607	60.197	54.114	52.81	0.354	0.755	20000.0
120	227.197	61.37	59.536	55.895	0.362	0.736	20000.0
121	235.245	62.958	59.458	56.581	0.379	0.724	20000.0
122	224.77	59.234	56.34	54.395	0.353	0.747	20000.0
123	226.51	61.437	57.483	54.519	0.37	0.747	20000.0
124	224.755	60.427	58.428	55.244	0.351	0.74	20000.0
125	222.649	61.073	56.24	53.902	0.375	0.752	20000.0
126	224.001	59.44	57.105	54.145	0.367	0.75	20000.0
127	223.425	60.103	57.573	55.735	0.347	0.739	20000.0
128	220.758	60.392	57.282	53.967	0.353	0.758	20000.0
129	229.287	61.3	58.008	54.574	0.366	0.749	20000.0
130	223.268	60.069	57.091	55.002	0.361	0.741	20000.0
131	223.923	59.017	58.277	53.215	0.354	0.768	20000.0
132	225.216	60.062	57.199	53.88	0.341	0.757	30000.0
133	219.083	57.996	53.67	50.952	0.336	0.786	20000.0
134	223.735	60.43	55.677	53.546	0.339	0.757	20000.0
135	216.884	59.058	55.048	52.732	0.342	0.762	20000.0
136	220.734	58.497	55.888	52.71	0.347	0.771	20000.0
137	226.797	60.805	57.35	54.147	0.351	0.749	20000.0
138	225.468	60.323	54.766	53.524	0.361	0.753	30000.0
139	230.883	62.158	59.223	55.212	0.375	0.746	30000.0
140	230.05	60.644	59.64	54.642	0.369	0.75	20000.0
141	229.636	61.572	60.432	55.674	0.373	0.737	20000.0
142	212.758	55.919	52.313	51.443	0.332	0.777	20000.0
143	217.71	59.571	58.806	55.225	0.358	0.751	20000.0
144	224.149	61.682	57.446	54.785	0.37	0.74	20000.0
145	219.652	60.726	56.088	53.952	0.365	0.75	20000.0
146	218.703	59.966	57.835	54.372	0.367	0.749	20000.0
147	217.552	57.928	54.896	51.331	0.332	0.781	20000.0
148	218.591	59.757	58.549	55.499	0.359	0.735	20000.0
149	221.023	58.929	55.962	52.867	0.347	0.764	20000.0
150	222.528	58.584	57.636	52.609	0.346	0.773	20000.0
151	208.238	56.619	54.139	51.107	0.326	0.783	20000.0
152	216.056	58.302	56.613	54.063	0.349	0.75	20000.0
153	222.014	59.454	56.578	53.904	0.356	0.752	20000.0
154	214.124	58.916	57.038	53.62	0.352	0.757	20000.0
155	227.973	61.422	59.433	56.49	0.376	0.723	20000.0
156	221.412	59.595	55.99	53.29	0.351	0.764	20000.0
157	219.594	57.765	55.998	52.41	0.337	0.775	20000.0
158	218.795	58.661	57.076	55.331	0.351	0.738	20000.0
159	233.71	60.59	60.82	54.71	0.341	0.755	20000.0
160	229.629	60.882	56.743	53.619	0.361	0.76	20000.0
161	219.913	60.162	58.372	54.4	0.366	0.754	20000.0
162	218.827	57.983	56.632	52.7	0.346	0.771	20000.0
163	224.18	61.062	56.808	54.832	0.365	0.743	20000.0
164	231.02	59.942	60.728	54.844	0.346	0.753	20000.0
165	224.827	59.814	58.446	54.976	0.361	0.75	20000.0
166	227.91	61.131	58.734	54.637	0.36	0.753	20000.0
167	219.894	59.633	58.493	54.891	0.354	0.741	20000.0
168	221.752	60.721	57.408	54.496	0.361	0.748	20000.0
169	215.776	57.724	56.879	52.618	0.33	0.774	20000.0
170	215.319	57.721	55.202	52.92	0.334	0.774	20000.0
171	218.324	56.559	54.906	51.807	0.322	0.783	20000.0
172	216.776	57.231	56.016	52.831	0.329	0.771	20000.0
173	217.738	57.019	54.906	51.489	0.323	0.781	20000.0
174	225.839	60.392	56.984	54.768	0.354	0.748	20000.0
175	225.75	61.205	57.711	55.76	0.367	0.73	20000.0
176	222.613	58.968	56.889	53.752	0.338	0.753	20000.0
177	225.671	59.846	55.774	52.743	0.336	0.771	20000.0
178	233.15	61.342	59.446	55.453	0.354	0.741	20000.0
179	223.89	59.475	57.76	55.354	0.353	0.745	20000.0
180	217.854	56.857	56.148	51.844	0.314	0.783	20000.0
181	224.54	59.742	57.585	53.912	0.353	0.756	20000.0
182	226.247	60.756	57.296	54.722	0.362	0.741	20000.0
183	219.382	59.657	55.913	53.887	0.362	0.752	20000.0
184	230.682	61.743	56.397	54.65	0.364	0.742	20000.0
185	219.153	57.791	54.721	52.59	0.331	0.769	20000.0
186	210.945	57.926	52.635	51.301	0.363	0.771	20000.0
187	215.973	59.102	54.918	53.784	0.354	0.744	20000.0
188	220.834	59.643	57.677	54.053	0.344	0.76	20000.0
189	223.555	60.366	57.457	55.812	0.364	0.733	20000.0
190	228.479	60.045	59.186	55.285	0.351	0.744	20000.0
191	220.25	56.884	56.549	51.606	0.309	0.785	20000.0
192	227.247	61.108	60.265	55.813	0.376	0.74	20000.0
193	214.007	58.001	53.351	51.679	0.337	0.774	20000.0
194	232.642	60.939	56.626	54.044	0.351	0.75	20000.0
195	219.378	58.735	56.858	54.876	0.347	0.747	20000.0
196	231.678	62.106	60.529	55.911	0.366	0.743	20000.0
197	239.154	62.399	59.388	54.404	0.36	0.757	20000.0
198	223.646	60.686	56.475	53.317	0.355	0.758	20000.0
199	221.388	59.969	55.862	52.941	0.344	0.757	20000.0
200	236.44	62.884	59.332	56.445	0.37	0.733	20000.0
201	232.091	61.282	60.0	57.131	0.375	0.733	20000.0
202	227.545	60.503	58.602	55.309	0.354	0.745	20000.0
203	227.363	61.033	56.919	54.137	0.353	0.749	20000.0
204	232.462	60.621	60.534	55.227	0.364	0.748	20000.0
205	230.447	60.938	58.277	54.451	0.36	0.754	20000.0
206	216.719	58.954	56.576	54.347	0.356	0.75	20000.0
207	216.537	58.064	55.879	52.428	0.332	0.779	20000.0
208	221.249	59.709	56.938	54.484	0.35	0.747	20000.0
209	222.147	59.368	57.073	52.894	0.348	0.764	20000.0
210	231.539	62.253	58.524	55.968	0.364	0.737	20000.0
211	226.584	61.984	57.24	55.198	0.371	0.736	20000.0
212	226.383	59.58	59.54	53.747	0.368	0.762	20000.0
213	227.777	61.174	59.39	55.828	0.383	0.733	20000.0
214	227.813	60.989	57.733	54.758	0.358	0.75	20000.0
215	223.59	59.589	58.124	53.883	0.342	0.759	20000.0
216	235.051	61.223	60.824	54.751	0.359	0.758	20000.0
217	216.84	57.572	56.631	53.856	0.343	0.756	20000.0
218	224.648	59.987	56.096	53.014	0.354	0.763	20000.0
219	216.027	57.754	56.291	54.075	0.345	0.753	30000.0
220	209.628	57.554	52.634	52.44	0.333	0.761	20000.0
221	225.056	59.474	59.178	55.165	0.347	0.759	20000.0
222	217.098	57.278	57.692	53.347	0.332	0.768	20000.0
223	221.863	59.252	56.48	53.519	0.345	0.755	20000.0
224	230.225	60.536	57.98	54.72	0.358	0.754	20000.0
225	217.236	56.888	57.158	53.442	0.333	0.769	20000.0
226	214.714	57.301	54.061	52.127	0.322	0.772	20000.0
227	215.809	58.921	53.325	53.269	0.36	0.755	20000.0
228	224.834	60.208	57.814	54.849	0.358	0.748	20000.0
229	229.179	61.501	59.102	55.228	0.366	0.742	20000.0
230	226.946	62.325	56.215	55.239	0.375	0.733	20000.0
231	218.982	58.959	58.291	53.863	0.359	0.759	20000.0
232	211.081	56.384	52.295	50.643	0.326	0.782	20000.0
233	219.903	59.65	57.779	54.88	0.359	0.746	20000.0
234	221.454	60.04	56.987	54.398	0.365	0.747	20000.0
235	214.849	57.61	53.932	51.593	0.336	0.784	20000.0
236	227.633	60.689	59.606	56.095	0.374	0.736	20000.0
237	227.464	59.686	55.653	52.728	0.346	0.77	30000.0
238	220.865	60.282	58.639	53.869	0.365	0.76	20000.0
239	233.346	62.758	57.882	55.562	0.368	0.738	20000.0
240	220.333	59.125	57.062	54.463	0.351	0.746	20000.0
241	223.935	59.859	57.582	54.79	0.357	0.746	20000.0
242	221.849	60.348	57.306	55.765	0.359	0.732	20000.0
243	217.569	59.624	53.889	53.073	0.341	0.754	20000.0
244	215.055	57.278	54.746	52.505	0.336	0.771	20000.0
245	220.58	59.434	57.15	54.477	0.354	0.753	20000.0
246	213.152	57.202	56.322	54.205	0.342	0.752	20000.0
247	227.374	60.611	54.946	52.882	0.357	0.765	20000.0
248	231.429	61.947	56.512	53.52	0.369	0.756	20000.0
249	214.216	58.329	54.689	53.308	0.35	0.752	20000.0
250	229.538	61.034	61.431	56.267	0.363	0.74	20000.0
251	218.025	59.426	56.442	54.877	0.356	0.742	20000.0
252	225.649	59.89	57.601	54.121	0.348	0.761	20000.0
253	232.506	61.947	61.753	56.644	0.361	0.74	20000.0
254	227.539	62.148	57.832	55.48	0.367	0.735	20000.0
255	227.186	59.868	59.677	55.042	0.349	0.749	20000.0
256	228.42	60.404	58.33	54.868	0.359	0.748	20000.0
257	219.917	59.45	56.258	53.805	0.361	0.75	20000.0
258	211.553	55.622	57.059	52.545	0.327	0.777	20000.0
259	221.672	59.77	55.32	54.16	0.363	0.746	20000.0
260	222.474	60.145	57.551	55.121	0.364	0.742	20000.0
261	225.461	60.098	58.352	54.79	0.352	0.75	20000.0
262	214.477	58.655	57.112	55.453	0.358	0.736	20000.0
263	221.786	58.011	55.758	51.543	0.333	0.781	20000.0
264	224.224	60.651	58.034	55.614	0.353	0.742	20000.0
265	225.06	60.484	56.156	53.822	0.347	0.752	20000.0
266	210.729	56.612	53.96	51.102	0.338	0.783	20000.0
267	235.725	62.106	63.562	56.944	0.367	0.74	20000.0
268	218.028	58.543	56.65	54.415	0.342	0.75	20000.0
269	229.604	60.669	59.425	55.036	0.353	0.747	20000.0
270	226.095	60.139	56.635	53.908	0.352	0.752	20000.0
271	226.547	61.266	58.175	55.618	0.363	0.74	20000.0
272	219.262	57.068	55.659	50.864	0.328	0.791	20000.0
273	214.575	58.308	54.321	53.736	0.347	0.75	20000.0
274	210.943	56.311	53.201	51.833	0.331	0.774	20000.0
275	217.28	59.106	56.347	54.308	0.355	0.747	20000.0
276	239.453	64.002	60.433	56.251	0.378	0.732	20000.0
277	219.481	58.637	57.379	54.141	0.342	0.758	20000.0
278	229.871	59.939	54.661	52.052	0.348	0.774	20000.0
279	218.766	58.455	53.095	52.03	0.347	0.767	20000.0
280	215.504	59.089	56.524	54.389	0.36	0.742	20000.0
281	222.939	60.821	58.518	55.521	0.378	0.738	20000.0
282	232.072	62.266	60.509	57.051	0.365	0.728	20000.0
283	229.038	61.046	56.601	54.676	0.35	0.749	20000.0
284	232.296	62.486	59.465	55.409	0.37	0.743	20000.0
285	219.621	61.766	58.413	55.28	0.38	0.735	20000.0
286	225.255	59.02	56.469	53.438	0.346	0.758	20000.0
287	228.81	61.573	58.27	54.831	0.368	0.745	20000.0
288	219.125	58.266	55.447	52.595	0.341	0.768	20000.0
289	216.501	58.0	56.792	53.451	0.334	0.762	20000.0
290	219.624	59.575	56.461	54.03	0.351	0.755	20000.0
291	224.17	59.921	57.857	53.874	0.352	0.757	20000.0
292	222.643	60.483	56.78	54.941	0.356	0.74	20000.0
293	224.02	60.512	54.812	53.931	0.354	0.749	20000.0
294	246.629	66.557	63.609	58.577	0.405	0.718	20000.0
295	237.005	61.042	61.679	56.053	0.355	0.745	30000.0
296	221.242	59.392	56.678	52.999	0.353	0.768	20000.0
297	228.33	60.384	58.965	55.339	0.36	0.746	20000.0
298	213.236	57.01	54.301	52.209	0.323	0.776	20000.0
299	221.207	59.607	57.714	55.319	0.383	0.738	20000.0
300	215.991	58.409	54.249	52.998	0.347	0.756	30000.0
301	223.28	59.044	57.072	54.123	0.346	0.756	20000.0
302	215.014	57.476	54.789	52.128	0.336	0.771	20000.0
303	226.918	60.773	57.303	54.194	0.358	0.756	20000.0
304	225.615	61.045	58.001	55.916	0.367	0.727	20000.0
305	221.424	59.19	55.376	52.64	0.354	0.771	20000.0
306	218.023	58.299	57.539	52.937	0.341	0.772	20000.0
307	230.036	61.552	58.145	53.596	0.36	0.76	20000.0
308	221.725	59.583	57.663	55.544	0.352	0.74	20000.0
309	233.94	61.288	59.44	55.043	0.351	0.749	20000.0
310	232.187	62.784	58.91	56.418	0.38	0.731	20000.0
311	226.35	60.272	56.293	52.916	0.354	0.764	20000.0
312	226.079	58.752	58.512	53.82	0.34	0.767	20000.0
313	219.505	60.964	56.163	55.423	0.374	0.728	20000.0
314	227.803	60.32	60.064	55.988	0.345	0.745	20000.0
315	209.203	57.193	55.422	53.145	0.345	0.756	20000.0
316	218.051	56.666	55.53	52.007	0.321	0.784	20000.0
317	216.722	57.225	55.838	52.875	0.336	0.766	20000.0
318	220.847	60.143	56.027	53.636	0.37	0.754	20000.0
319	224.864	59.12	56.465	52.512	0.344	0.774	20000.0
320	223.585	60.632	54.473	52.531	0.35	0.759	20000.0
321	216.101	58.887	56.583	54.362	0.348	0.747	20000.0
322	223.57	60.077	56.946	53.937	0.336	0.754	20000.0
323	217.346	58.006	56.35	51.868	0.341	0.78	20000.0
324	224.79	59.782	59.702	55.224	0.345	0.748	20000.0
325	217.352	57.722	57.822	54.717	0.338	0.753	20000.0
326	220.626	58.37	54.34	52.041	0.342	0.776	20000.0
327	229.776	61.69	57.574	54.822	0.36	0.748	20000.0
328	220.888	58.69	56.069	53.841	0.336	0.755	20000.0
329	223.981	60.237	56.717	53.888	0.354	0.759	20000.0
330	229.029	63.364	55.587	53.972	0.393	0.745	20000.0
331	226.235	59.808	58.224	53.9	0.342	0.762	20000.0
332	222.674	61.659	59.5	56.195	0.383	0.726	20000.0
333	219.931	57.875	54.98	52.415	0.337	0.773	20000.0
334	229.276	61.697	57.853	55.128	0.365	0.742	30000.0
335	220.879	58.403	56.742	53.058	0.349	0.764	20000.0
336	222.99	59.721	56.196	53.115	0.361	0.76	20000.0
337	234.766	62.303	62.017	57.132	0.363	0.728	20000.0
338	222.24	59.634	55.525	52.091	0.336	0.775	20000.0
339	225.242	59.011	63.888	56.971	0.355	0.74	20000.0
340	222.287	58.977	55.348	53.551	0.334	0.759	30000.0
341	218.715	57.497	54.886	52.429	0.327	0.772	20000.0
342	219.833	60.291	56.723	54.596	0.364	0.748	20000.0
343	227.541	59.65	55.869	53.316	0.346	0.759	20000.0
344	223.05	60.049	57.069	55.206	0.364	0.743	20000.0
345	239.255	63.231	60.945	56.091	0.373	0.733	20000.0
346	219.811	59.784	54.142	53.068	0.338	0.764	20000.0
347	222.914	60.162	57.744	54.952	0.364	0.744	20000.0
348	220.084	59.514	56.514	53.681	0.346	0.753	20000.0
349	215.04	57.82	56.032	52.851	0.332	0.771	20000.0
350	225.2	60.711	55.574	51.814	0.353	0.775	20000.0
351	216.511	57.794	56.385	52.918	0.339	0.772	20000.0
352	227.134	60.145	56.867	54.539	0.355	0.749	20000.0
353	227.546	60.993	54.671	53.648	0.37	0.753	20000.0
354	219.228	59.356	56.922	55.134	0.357	0.748	20000.0
355	216.128	58.068	53.479	51.737	0.346	0.772	20000.0
356	231.544	60.377	58.875	55.411	0.351	0.747	20000.0
357	224.724	61.081	57.466	55.96	0.374	0.73	20000.0
358	230.443	61.567	57.728	54.747	0.363	0.749	20000.0
359	219.792	58.14	55.064	52.37	0.321	0.773	20000.0
360	232.717	59.995	59.433	54.539	0.342	0.76	20000.0
361	222.724	59.563	55.273	53.389	0.357	0.756	20000.0
362	221.857	59.128	55.875	53.718	0.351	0.757	20000.0
363	223.374	59.973	58.833	55.07	0.347	0.747	20000.0
364	221.452	59.206	55.215	52.987	0.351	0.765	20000.0
365	211.604	57.941	53.385	51.328	0.343	0.779	20000.0
366	214.679	58.337	54.346	52.324	0.341	0.769	20000.0
367	231.403	63.416	58.441	55.6	0.385	0.733	20000.0
368	231.372	62.56	58.407	55.314	0.384	0.738	20000.0
369	225.657	61.671	58.111	55.565	0.368	0.736	20000.0
370	219.178	58.176	55.338	52.299	0.335	0.78	20000.0
371	224.519	61.21	57.878	55.21	0.36	0.744	20000.0
372	226.936	60.267	58.846	55.851	0.36	0.737	20000.0
373	215.37	58.291	56.191	54.07	0.356	0.74	20000.0
374	231.431	60.95	60.464	55.542	0.352	0.744	20000.0
375	228.575	61.809	59.585	54.852	0.373	0.747	20000.0
376	235.417	61.578	60.906	56.623	0.364	0.735	20000.0
377	233.968	61.2	60.323	55.422	0.359	0.747	20000.0
378	230.728	61.209	60.195	55.778	0.37	0.746	20000.0
379	224.254	60.617	57.331	55.144	0.357	0.74	20000.0
380	214.62	56.456	54.043	51.382	0.337	0.781	20000.0
381	212.407	56.569	54.139	51.562	0.329	0.778	20000.0
382	232.943	61.049	57.585	53.928	0.348	0.759	20000.0
383	241.692	65.016	61.329	57.8	0.398	0.718	20000.0
384	225.698	59.823	55.894	52.454	0.354	0.768	20000.0
385	213.09	58.736	55.135	53.075	0.343	0.76	20000.0
386	219.595	59.973	56.314	54.434	0.353	0.748	20000.0
387	229.766	62.571	60.155	56.513	0.374	0.734	20000.0
388	223.488	59.855	55.818	52.305	0.352	0.771	20000.0
389	229.217	59.607	59.915	55.393	0.34	0.751	20000.0
390	222.084	60.845	55.306	54.244	0.355	0.747	20000.0
391	230.273	62.214	57.928	55.526	0.372	0.735	20000.0
392	221.984	59.927	57.424	55.552	0.348	0.737	20000.0
393	217.758	56.714	54.96	51.36	0.327	0.783	20000.0
394	234.255	63.967	60.468	57.345	0.392	0.718	20000.0
395	223.703	59.615	56.931	53.565	0.342	0.762	20000.0
396	222.014	60.01	55.779	53.487	0.351	0.759	20000.0
397	213.406	56.79	57.023	53.303	0.325	0.77	20000.0
398	222.283	59.343	56.785	53.847	0.365	0.752	20000.0
399	219.807	59.727	55.791	53.575	0.353	0.758	20000.0
400	231.009	61.775	59.659	56.405	0.375	0.737	20000.0
401	212.493	57.747	53.053	52.688	0.34	0.756	20000.0
402	216.648	58.414	56.757	54.422	0.352	0.749	20000.0
403	222.814	59.408	57.728	53.449	0.35	0.769	20000.0
404	230.557	61.064	62.388	56.359	0.356	0.746	20000.0
405	216.079	58.432	56.118	53.999	0.35	0.75	20000.0
406	230.311	61.578	58.262	54.712	0.368	0.748	20000.0
407	229.885	61.85	60.469	56.274	0.364	0.735	20000.0
408	225.69	59.795	58.709	54.387	0.344	0.757	20000.0
409	222.21	59.071	57.089	53.737	0.338	0.766	20000.0
410	220.112	59.907	54.401	52.495	0.366	0.761	20000.0
411	227.961	60.748	57.475	53.593	0.358	0.761	20000.0
412	219.482	58.169	54.92	52.478	0.336	0.774	20000.0
413	214.048	58.196	55.205	53.893	0.352	0.752	20000.0
414	226.922	59.921	58.24	54.612	0.344	0.754	20000.0
415	210.721	56.968	53.665	51.748	0.327	0.77	20000.0
416	207.383	56.789	52.557	51.984	0.332	0.769	20000.0
417	222.4	60.01	55.937	53.035	0.348	0.764	20000.0
418	232.485	61.667	57.469	52.998	0.347	0.775	20000.0
419	214.088	56.839	53.686	51.544	0.329	0.779	20000.0
420	213.258	57.421	53.988	51.814	0.341	0.774	20000.0
421	215.563	58.38	55.19	52.227	0.352	0.762	20000.0
422	214.888	59.919	55.038	53.144	0.362	0.754	20000.0
423	223.782	59.259	57.135	54.833	0.333	0.753	20000.0
424	211.158	57.743	53.687	52.296	0.342	0.765	20000.0
425	209.169	56.414	55.938	52.452	0.33	0.777	20000.0
426	214.916	58.306	56.061	54.208	0.352	0.749	20000.0
427	226.624	61.069	60.125	56.44	0.357	0.732	20000.0
428	232.893	61.119	58.709	54.79	0.367	0.751	20000.0
429	225.536	59.5	60.598	54.865	0.358	0.751	20000.0
430	212.32	56.661	54.809	52.8	0.335	0.766	20000.0
431	219.135	58.534	54.991	51.923	0.336	0.778	20000.0
432	226.706	60.51	57.028	53.442	0.349	0.767	20000.0
433	232.517	61.648	60.844	56.788	0.369	0.729	30000.0
434	230.325	60.844	59.906	55.916	0.356	0.738	20000.0
435	225.004	60.294	57.961	54.968	0.353	0.748	20000.0
436	215.804	58.41	55.016	52.818	0.341	0.766	20000.0
437	216.22	57.628	53.51	52.652	0.33	0.763	20000.0
438	228.498	62.334	58.274	54.868	0.374	0.744	20000.0
439	222.787	59.785	55.762	54.279	0.359	0.752	20000.0
440	232.833	63.248	61.321	58.067	0.397	0.717	30000.0
441	220.072	59.02	55.799	52.733	0.352	0.773	20000.0
442	212.821	57.692	54.292	53.331	0.345	0.761	20000.0
443	224.662	59.414	56.531	53.596	0.339	0.762	20000.0
444	221.979	60.398	58.381	55.891	0.366	0.731	20000.0
445	225.575	60.613	58.748	56.063	0.379	0.729	20000.0
446	219.869	58.845	54.779	53.206	0.36	0.767	20000.0
447	212.07	57.211	51.658	49.814	0.323	0.79	20000.0
448	228.069	62.072	59.925	56.036	0.375	0.738	20000.0
